Ptt,Instr,Date,MinTemp,MaxTemp,MinDepth,MaxDepth,MaxDeltaTilt,AvgMinMaxTilt,DeltaLight
227150,MiniPAT,11/25/2023,16.8,20.6,20.000000,88.000000,,,158.000000
227150,MiniPAT,11/26/2023,17.2,20.8,18.000000,89.000000,,,147.000000
227150,MiniPAT,11/27/2023,17.8,20.9,34.000000,87.000000,,,152.000000
227150,MiniPAT,11/28/2023,17.8,21.6,17.000000,93.000000,,,163.000000
227150,MiniPAT,11/29/2023,17.5,21.8,22.000000,91.000000,,,152.000000
227150,MiniPAT,11/30/2023,17.4,21.4,33.000000,126.000000,,,150.000000
227150,MiniPAT,12/01/2023,17.5,21.4,32.000000,107.000000,,,154.000000
227150,MiniPAT,12/02/2023,17.6,21.8,20.000000,137.000000,,,168.000000
227150,MiniPAT,12/03/2023,17.3,22.2,25.000000,198.000000,,,153.000000
227150,MiniPAT,12/04/2023,17.6,22.1,23.000000,222.000000,,,177.000000
227150,MiniPAT,12/09/2023,23.0,23.5,41.000000,46.000000,,,164.000000
227150,MiniPAT,12/10/2023,23.2,23.6,39.000000,50.000000,,,159.000000
